,cfile,RvsdgConstructionTime[ns],#RvsdgNodes,#PointsToGraphNodes,#PointsToGraphAllocaNodes,#PointsToGraphDeltaNodes,#PointsToGraphImportNodes,#PointsToGraphLambdaNodes,#PointsToGraphMallocNodes,#PointsToGraphMemoryNodes,#PointsToGraphRegisterNodes,#PointsToGraphEdges,AndersenAnalysisTimer[ns],AndersenSetBuildingTimer[ns],AndersenOVSTimer[ns],AndersenWorklistTimer[ns],PointsToGraphConstructionTimer[ns],#SimpleAllocas,#NonReentrantAllocas,#ExtModRefSets,#ExtModRefCompressed,#ExtModRefKept,#LocalModRefSets,#LocalModRefKept,CallGraphTimer[ns],AllocasDeadInSccsTimer[ns],SimpleAllocasSetTimer[ns],NonReentrantAllocaSetsTimer[ns],CreateExternalModRefSetTimer[ns],AnnotationTimer[ns],SolvingTimer[ns],ExternalCompactionTimer[ns],#IntraProceduralRegions,#TotalAllocaStateArguments,#TotalMallocStateArguments,#TotalDeltaStateArguments,#TotalImportStateArguments,#TotalLambdaStateArguments,#TotalExternalStateArguments,#TotalNonEscapedStateArguments,#MaxMemoryStateArguments,#MaxNonEscapedMemoryStateArguments,#LoadOperations,#TotalAllocaStatesThroughLoad,#TotalMallocStatesThroughLoad,#TotalDeltaStatesThroughLoad,#TotalImportStatesThroughLoad,#TotalLambdaStatesThroughLoad,#TotalExternalStatesThroughLoad,#TotalNonEscapedStatesThroughLoad,#MaxMemoryStatesThroughLoad,#MaxNonEscapedMemoryStatesThroughLoad,#StoreOperations,#TotalAllocaStatesThroughStore,#TotalMallocStatesThroughStore,#TotalDeltaStatesThroughStore,#TotalImportStatesThroughStore,#TotalLambdaStatesThroughStore,#TotalExternalStatesThroughStore,#TotalNonEscapedStatesThroughStore,#MaxMemoryStatesThroughStore,#MaxNonEscapedMemoryStatesThroughStore,#CallEntryMergeOperations,#TotalAllocaStatesIntoCallEntryMerge,#TotalMallocStatesIntoCallEntryMerge,#TotalDeltaStatesIntoCallEntryMerge,#TotalImportStatesIntoCallEntryMerge,#TotalLambdaStatesIntoCallEntryMerge,#TotalExternalStatesIntoCallEntryMerge,#TotalNonEscapedStatesIntoCallEntryMerge,#MaxMemoryStatesIntoCallEntryMerge,#MaxNonEscapedMemoryStatesIntoCallEntryMerge,MemoryStateEncodingTime[ns],#TotalLoads,#LoadsForwarded,SvfTracingTime[ns],SvfForwardingTime[ns],StoreValueForwardingTime[ns],TransformationPass-000-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-001-PredicateCorrelation-#RvsdgNodesBefore,TransformationPass-002-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-003-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-004-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-005-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-006-PointsToAnalysisStateEncoder-#RvsdgNodesBefore,TransformationPass-007-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-008-StoreValueForwarding-#RvsdgNodesBefore,TransformationPass-009-RvsdgTreePrinter-#RvsdgNodesBefore,TransformationPass-010-CommonNodeElimination-#RvsdgNodesBefore,TransformationPass-011-InvariantValueRedirection-#RvsdgNodesBefore,TransformationPass-012-NodeReduction-#RvsdgNodesBefore,TransformationPass-013-DeadNodeElimination-#RvsdgNodesBefore,TransformationPass-014-RvsdgTreePrinter-#RvsdgNodesBefore,#RvsdgNodesAfterSequence,OptimizationTime[ns],TransformationPass-000-RvsdgTreePrinter-Timer[ns],TransformationPass-001-PredicateCorrelation-Timer[ns],TransformationPass-002-CommonNodeElimination-Timer[ns],TransformationPass-003-InvariantValueRedirection-Timer[ns],TransformationPass-004-DeadNodeElimination-Timer[ns],TransformationPass-005-RvsdgTreePrinter-Timer[ns],TransformationPass-006-PointsToAnalysisStateEncoder-Timer[ns],TransformationPass-007-RvsdgTreePrinter-Timer[ns],TransformationPass-008-StoreValueForwarding-Timer[ns],TransformationPass-009-RvsdgTreePrinter-Timer[ns],TransformationPass-010-CommonNodeElimination-Timer[ns],TransformationPass-011-InvariantValueRedirection-Timer[ns],TransformationPass-012-NodeReduction-Timer[ns],TransformationPass-013-DeadNodeElimination-Timer[ns],TransformationPass-014-RvsdgTreePrinter-Timer[ns],RvsdgDestructionTime[ns],Tree4-NumAllocaNodes,Tree4-NumStoreNodes,Tree4-NumLoadNodes,Tree4-NumMemoryStateTypeArguments,Tree0-NumAllocaNodes,Tree0-NumStoreNodes,Tree0-NumLoadNodes,Tree0-NumMemoryStateTypeArguments,Tree3-NumAllocaNodes,Tree3-NumStoreNodes,Tree3-NumLoadNodes,Tree3-NumMemoryStateTypeArguments,Tree1-NumAllocaNodes,Tree1-NumStoreNodes,Tree1-NumLoadNodes,Tree1-NumMemoryStateTypeArguments,Tree2-NumAllocaNodes,Tree2-NumStoreNodes,Tree2-NumLoadNodes,Tree2-NumMemoryStateTypeArguments,Configuration,RegionAwareModRefSummarizerTime[ns],TotalTime[ns],#TotalMemoryStateArguments,#TotalMemoryStatesThroughLoad,#TotalMemoryStatesThroughStore,#TotalMemoryStatesIntoCallEntryMerge
2081,redist2017-538.imagick+magick_accelerate.c,238677,36,89,0,0,0,18,0,19,70,873,154339,47330,12420,43379,27140,0,0,0,0,0,18,0,11460,1420,840,640,820,9330,4110,3690,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31020,0,0,0,0,6650,54,54,54,54,36,36,36,54,54,54,54,54,54,54,54,54,993047,159328,3400,59319,11920,25170,83309,273436,97779,8450,80209,41649,5270,24200,20859,79119,111089,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,18,0,0,0,18,Mem2Reg,32310,1342813,0,0,0,0
2082,ghostscript-10.04.0+libpng_pngwrite.c,18509699,5708,571,9,32,82,44,0,168,403,41129,9285544,7551916,308426,335026,863140,2,2,954,6399,1248,164,88,1571300,20480,2160,10560,1130,1948936,597182,607312,704,216,0,0,0,0,584,18,3,1,417,158,0,0,0,0,373,6,3,1,131,59,0,0,0,0,87,2,3,1,185,49,0,0,0,0,180,1,3,1,4787670,417,16,1784941,12859,5237565,6816,6816,6816,6816,5750,5708,5708,6155,6155,6123,6123,6123,6121,6116,6114,6114,131583019,8802720,436114,14157853,2821115,9659889,6063174,32809981,6102163,5241495,6213702,10807225,1942626,6167953,9785398,6617977,15152511,9,131,401,790,9,131,417,600,9,131,401,796,9,131,417,600,9,131,417,796,Mem2Reg,4759060,165245229,800,531,146,229
2083,ghostscript-10.04.0+leptonica_src_partition.c,5394973,1461,326,33,18,26,8,0,86,240,11857,2134374,1448582,124258,159528,308546,1,1,203,5244,1539,187,178,143388,13020,1330,4890,2150,299566,417845,224557,208,971,0,0,173,0,174,28,11,1,122,111,0,0,18,0,3,9,6,1,27,40,0,0,6,0,9,5,6,1,96,591,0,0,94,0,96,3,11,1,1618480,122,13,155568,6810,768700,1630,1630,1630,1630,1472,1461,1461,1668,1668,1650,1650,1650,1650,1554,1554,1554,25270815,1503232,91759,2276701,262397,1226565,1111066,7732744,1230174,771130,1111406,2584518,274996,1704939,1735019,1143066,2947224,33,27,109,1278,33,27,122,180,33,27,109,1278,33,27,122,180,33,27,122,1278,Mem2Reg,1106746,33613012,1318,132,55,781
2084,redist2017-538.imagick+magick_xml-tree.c,36797426,8559,1445,27,104,46,40,0,218,1227,157242,18306039,12697080,1573060,986658,2402440,4,4,1822,44604,4757,329,198,3194200,29429,2850,16720,5350,6149373,3915420,4347185,1226,1409,0,0,51,0,958,266,6,3,757,923,0,0,4,0,628,98,6,1,202,290,0,0,2,0,164,33,6,1,510,1090,0,0,27,0,506,25,6,3,11978299,757,59,2457358,317976,9426591,9961,9961,9961,9961,8698,8559,8559,9650,9650,9550,9550,9550,9548,9504,9502,9502,330398343,18499237,942688,28200795,6208571,21094804,13895805,81576171,19017840,9453071,19370186,28494480,5485721,23549223,24572150,11243369,23977037,27,200,698,2352,27,202,757,973,27,202,698,2388,27,202,757,971,27,202,757,2388,Mem2Reg,17660527,391172806,2418,1555,456,1623
2085,ghostscript-10.04.0+base_gsmatrix.c,10182823,3116,172,16,1,6,28,0,52,120,3077,3800642,3268889,74389,115108,259137,6,6,525,4489,747,165,77,458055,38549,1310,4020,1220,1095827,306296,356485,452,193,0,0,0,0,274,34,7,1,263,89,0,0,0,0,219,17,6,1,141,47,0,0,0,0,125,6,4,1,26,41,0,0,0,0,26,7,6,1,2645507,263,12,794589,11690,2208222,3923,3923,3923,3923,3121,3116,3116,3218,3218,3205,3205,3205,3205,3195,3195,3195,58078107,6336012,283966,6949733,1301454,3406707,2509888,13560792,2567698,2212152,2447650,4964578,755590,2519909,3697904,2686306,6238773,16,141,251,455,16,141,263,276,16,141,251,457,16,141,263,276,16,141,263,457,Mem2Reg,2261762,74499703,467,308,172,67
2086,redist2017-538.imagick+magick_image.c,25980043,8618,1169,31,129,117,58,0,336,833,164359,16366124,12186336,965598,884229,1808557,3,3,1754,46403,4532,228,152,3482406,131198,4570,12150,6460,6711845,4015459,4540563,925,1392,0,10,0,0,775,55,8,2,562,624,0,3,0,0,476,5,7,1,324,521,0,0,0,0,296,3,7,1,547,979,0,0,0,0,539,3,7,2,12850867,557,32,9755777,52919,16700079,10800,10800,10800,10800,8687,8618,8618,9813,9813,9758,9758,9758,9753,9730,9730,9730,317255447,14717114,788610,26123771,6429699,17383151,12434893,81676519,16274085,16710919,17584708,25176673,4476473,12642221,31396173,17702317,32562050,31,324,530,2149,31,324,562,801,31,324,530,2149,31,324,562,801,31,324,562,2149,Mem2Reg,18904651,375797540,2177,1103,817,1518
2087,redist2017-538.imagick+wand_mogrify.c,885696979,87967,8633,62,693,333,26,0,1115,7518,6471770,415064777,197680017,43317844,17944013,131649990,0,0,12919,670295,158198,9931,9624,40600448,145508,21610,400,13990,81531472,85082307,73320376,8604,72861,0,57,7322,0,7824,57,26,5,8356,34083,0,11,1875,0,2076,11,26,1,3758,8277,0,2,508,0,570,2,26,1,6199,62757,0,0,5872,0,6190,0,26,0,198330910,8356,22,25058109,37338,116416062,120544,120544,120544,120544,89575,87967,87967,100404,100404,100375,100375,100375,100372,95478,95478,95478,6031850713,214602124,21974803,583480302,64625415,357161747,186759575,1615778320,226034201,117263442,217299630,812289662,64105432,496996917,604997426,214162621,685624731,62,3735,8334,87992,62,3758,9510,8020,62,3758,8334,87992,62,3758,8356,8018,62,3758,8356,87992,Mem2Reg,280716111,7603172423,88064,38045,9357,74819
2088,ghostscript-10.04.0+leptonica_src_colorspace.c,24678613,6150,1227,146,62,58,38,0,305,922,127117,14233972,9884767,1241824,755771,1834967,51,51,1034,93402,5456,532,490,2094444,186788,9340,78539,10640,4196847,8207078,5807188,983,2992,0,0,837,0,865,546,10,3,347,393,0,0,104,0,52,51,9,1,160,195,0,0,116,0,135,0,9,0,374,1443,0,0,361,0,368,63,10,3,11025923,347,7,751152,12950,6111654,7169,7169,7169,7169,6272,6150,6150,6915,6915,6905,6905,6905,6901,6657,6657,6657,247472296,12292157,555343,16997338,3721454,14365021,8558823,74141226,13473742,6121133,12533244,22567179,3960140,12242827,22885585,13288035,25869968,146,160,340,4566,146,160,347,893,146,160,340,4566,146,160,347,893,146,160,347,4566,Mem2Reg,20590864,298020877,4694,549,446,2172
2089,redist2017-526.blender+blender_source_blender_blenkernel_intern_unit.c,7257699,5354,1118,5,351,12,23,0,392,726,55239,6709596,4848959,366025,702681,612882,4,4,205,4589,2238,93,339,635612,29880,6610,10430,10750,1130476,521494,527513,249,68,0,1820,0,0,152,67,20,4,80,20,0,694,0,0,59,13,17,1,14,5,0,135,0,0,10,4,17,1,56,11,0,388,0,0,43,17,20,4,2797005,80,3,141707,2860,1391352,5581,5581,5581,5581,5372,5354,5354,5505,5505,5502,5502,5502,5502,5496,5496,5496,92209128,4838009,132818,2707666,408305,2648607,3581875,23312479,8149648,1394902,8012010,6780075,1378973,5915036,8141998,7810402,10129323,5,14,77,1891,5,14,80,163,5,14,77,1891,5,14,80,163,5,14,80,1891,Mem2Reg,2872765,109596150,2040,773,150,442
2090,redist2017-526.blender+blender_source_blender_blenlib_intern_BLI_linklist.c,1369763,320,153,0,1,5,19,0,26,127,2339,482734,239837,47779,88429,66619,0,0,111,183,150,9,7,34299,1060,870,820,810,83369,33000,24739,62,0,0,0,16,0,58,0,2,0,37,0,0,0,18,0,30,0,2,0,16,0,0,0,6,0,16,0,2,0,22,0,0,0,10,0,22,0,2,0,261397,37,0,48709,0,132408,403,403,403,403,334,320,320,402,402,402,402,402,402,402,402,402,4514643,370905,33299,398245,68119,222007,260807,1270874,284897,134128,260237,334046,54649,184428,220478,270136,560413,0,16,37,68,0,16,37,58,0,16,37,68,0,16,37,58,0,16,37,68,Mem2Reg,178967,6444819,74,48,22,32
2091,ghostscript-10.04.0+devices_vector_gdevpdfv.c,22533470,4579,571,43,45,62,20,0,171,400,36640,10876774,7512737,803270,489864,1607040,6,6,657,21295,3319,398,329,1784978,110369,2350,32239,8060,3367358,2441590,2374960,712,2199,0,0,0,0,457,272,8,2,344,880,0,0,0,0,212,25,7,1,106,166,0,0,0,0,17,31,7,2,188,736,0,0,0,0,183,12,8,2,7073272,344,18,4717162,117118,8762071,5894,5894,5894,5894,4595,4579,4579,4989,4989,4958,4958,4958,4956,4908,4894,4894,198417900,8273907,403895,15041453,3493046,13235765,9734349,48955660,10774556,8781571,10865954,19956191,3154651,8708282,16232098,10703947,19266831,42,102,326,2562,43,106,344,533,43,106,326,2611,43,106,344,533,43,106,344,2611,Mem2Reg,10121904,240218201,2656,1092,183,919
2092,redist2017-557.xz+xz_args.c,32440,18,11,0,5,0,0,0,6,5,11,83609,29859,5180,15320,14000,0,0,0,0,0,0,0,5100,1470,1030,820,1060,150,1780,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150,0,0,0,0,970,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,506494,109299,1020,15170,5860,13269,47670,129998,48799,3290,42720,5670,1250,14520,7239,43150,24740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mem2Reg,11650,563674,0,0,0,0
2093,ghostscript-10.04.0+base_gdevm32.c,3332228,1117,129,0,7,16,6,0,30,99,1385,1240274,941408,51799,62679,146068,0,0,126,0,126,13,0,69820,1170,900,650,850,172057,35440,36409,129,0,0,0,0,0,103,0,1,0,33,0,0,0,0,0,33,0,1,0,27,0,0,0,0,0,27,0,1,0,6,0,0,0,0,0,6,0,1,0,404405,33,0,47899,0,236807,1373,1373,1373,1373,1157,1117,1117,1141,1141,1141,1141,1141,1141,1141,1138,1138,10981713,961618,82209,1267604,172118,655292,632132,2797885,647192,238787,606733,749950,98309,549953,578662,624642,1231994,0,27,33,103,0,27,33,103,0,27,33,103,0,27,33,103,0,27,33,103,Mem2Reg,317296,15545935,103,33,27,6
2094,ghostscript-10.04.0+pdf_pdf_fontps.c,36088011,7613,796,25,73,25,56,0,180,616,58182,15552287,11139122,1136426,976638,1800788,1,1,1451,22851,14346,233,133,3036812,165868,2460,11480,3260,5404033,2770215,2750026,911,5915,0,0,0,0,724,34,18,1,686,5973,0,0,0,0,593,4,17,1,146,1143,0,0,0,0,128,2,17,1,339,2868,0,0,0,0,335,0,17,0,12393836,686,10,1980262,6450,8516785,9655,9655,9655,9655,7661,7613,7613,8393,8393,8380,8380,8380,8366,8297,8297,8297,300256206,15594436,730771,20464995,5084027,15913602,13543481,77641435,17156087,8520105,16164609,32727253,6427120,15422958,26146545,12869910,31475429,25,146,676,6620,25,146,686,729,25,146,676,6620,25,146,686,729,25,146,686,6620,Mem2Reg,14144154,367819646,6639,6566,1271,3203
2095,redist2017-526.blender+blender_source_blender_bmesh_tools_bmesh_decimate_dissolve.c,5069947,1136,264,4,1,44,18,0,68,196,7665,2262451,1514051,173138,181158,297986,0,0,257,656,985,67,98,374955,9770,1350,670,890,396145,151048,139548,165,206,0,0,169,0,146,0,5,0,79,88,0,0,84,0,67,0,5,0,58,108,0,0,28,0,18,0,5,0,91,158,0,0,149,0,90,0,5,0,1609160,79,0,412657,0,1423083,1402,1402,1402,1402,1164,1136,1136,1352,1352,1352,1352,1352,1352,1350,1350,1350,36680321,1556230,102569,3937661,1046577,2800795,1099016,8794910,1376433,1426182,1332273,3846272,787631,1653500,3701944,1640940,4126118,4,58,79,511,4,58,79,149,4,58,79,511,4,58,79,149,4,58,79,511,Mem2Reg,1074376,45876386,521,239,154,397
2096,redist2017-526.blender+blender_source_blender_nodes_shader_nodes_node_shader_layer_weight.c,363075,422,54,0,6,9,2,0,18,36,395,397215,294606,12460,29779,40250,0,0,15,45,15,0,0,20460,1760,690,600,890,14630,6640,4130,4,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,10,0,0,0,0,0,10,0,1,0,54889,1,0,3320,0,18320,426,426,426,426,422,422,422,446,446,446,446,446,446,446,446,446,1919966,162768,4190,74979,11080,116538,108029,652441,115549,19800,111718,59229,8430,180388,94829,104209,260337,0,1,1,4,0,1,1,4,0,1,1,4,0,1,1,4,0,1,1,4,Mem2Reg,49800,2543378,4,1,1,10
2097,ghostscript-10.04.0+base_gxclipm.c,4479564,1599,229,8,3,54,12,0,78,151,8686,1647579,1137645,68079,115499,266776,1,1,203,1133,500,136,128,106009,4010,1130,2340,720,373666,83899,101699,132,253,0,0,0,0,76,24,8,1,113,176,0,0,0,0,85,16,7,1,127,76,0,0,0,0,55,9,2,1,16,19,0,0,0,0,16,0,7,0,1001658,113,16,835230,179037,2018185,2471,2471,2471,2471,1616,1599,1599,1654,1654,1587,1587,1587,1587,1587,1552,1552,32391607,1208855,161178,3897932,464304,1008747,713091,4852170,1321494,2042855,1182605,4697181,1001878,2451760,4867290,1197286,5350874,7,118,97,292,8,127,116,86,8,127,97,316,8,127,113,86,8,127,113,316,Mem2Reg,673473,42222045,329,261,131,35
2098,redist2017-526.blender+blender_source_blender_blenkernel_intern_curve.c,69510642,16348,1399,62,50,57,133,0,303,1096,143969,36610063,23871412,4046150,2314111,4786931,37,37,3350,102408,8324,482,352,7549536,1234415,9560,71979,7330,15291249,13073007,10362030,1996,729,0,0,1724,0,1661,460,6,5,1578,350,0,0,1801,0,1381,93,6,4,530,137,0,0,695,0,482,33,6,1,496,383,0,0,490,0,492,135,6,5,24760151,1578,45,6847072,71509,21785878,21906,21906,21906,21906,16668,16348,16348,17564,17564,17488,17488,17488,17481,17461,17460,17460,722091269,39246160,5554290,64307896,13324553,49657070,32050150,185300365,35692165,21801897,37109717,60106749,10529938,30989713,56504064,34872844,58650627,62,528,1533,4013,62,530,1580,1697,62,530,1533,4039,62,530,1578,1697,62,530,1578,4039,Mem2Reg,47599106,850252538,4114,3532,1314,1365
2099,redist2017-507.cactuBSSN+IOASCII_Output1D.c,1906346,886,122,1,15,20,8,0,45,77,2196,929269,696711,29680,63019,97899,0,0,107,183,245,19,14,59089,2030,840,620,850,99869,36150,29899,68,26,0,1,52,0,57,1,4,1,39,18,0,1,28,0,28,1,4,1,6,3,0,0,4,0,5,0,4,0,35,14,0,0,28,0,35,0,4,0,353866,39,1,69380,1600,199267,1246,1246,1246,1246,890,886,886,972,972,971,971,971,971,965,965,965,8228297,595473,52620,1126986,153108,442264,425645,2129944,443954,200927,415615,547933,67209,506173,426335,434975,930618,1,6,38,133,1,6,97,58,1,6,38,133,1,6,39,58,1,6,39,133,Mem2Reg,229347,11065261,136,75,12,77
2100,ghostscript-10.04.0+devices_vector_gdevpdtt.c,57753440,13792,1251,94,30,112,66,0,303,948,149328,35331491,23550407,2828965,1769428,5622110,25,25,2665,167824,11415,647,473,6688757,679171,7210,64109,11990,15712515,16703492,12577013,2042,5705,0,0,0,0,1600,452,15,5,1373,3926,0,0,0,0,1136,46,12,1,400,1078,0,0,0,0,302,42,12,2,367,1320,0,0,0,0,367,51,13,5,29125778,1373,16,59035159,29600,72888973,17894,17894,17894,17894,13831,13792,13792,14633,14633,14611,14611,14611,14606,14476,14476,14476,759475226,35661807,3998450,57255348,11274779,38485231,29957457,195735793,32973410,72897123,33222347,71706927,9404943,35748035,58461112,34247234,66112607,94,397,1357,7216,94,400,1373,1636,94,400,1357,7218,94,400,1373,1636,94,400,1373,7218,Mem2Reg,52444257,883341273,7305,5062,1380,1687
2101,redist2017-538.imagick+magick_pixel.c,76232749,14601,933,23,24,35,38,0,121,812,29384,32149054,22237809,3441167,1404952,4040629,19,19,2333,9036,3226,1655,1327,6847143,143439,5079,35330,1380,11181509,2555388,3770992,1704,1294,0,0,0,0,1532,1215,11,9,1660,1168,0,0,0,0,499,1147,2,2,636,147,0,0,0,0,550,90,2,2,736,144,0,0,0,0,447,76,4,2,20009708,1660,152,6001474,44100,18251870,19956,19956,19956,19956,14939,14601,14601,15861,15861,15614,15614,15614,15466,15461,15446,15446,579003465,36524179,4794630,57546294,12404333,37202261,27728800,135528261,30275219,18260850,29454808,44664426,8720120,21557068,46210267,31205076,50211427,18,612,1508,2782,23,636,1666,1560,21,616,1508,2811,23,636,1660,1558,23,636,1660,2811,Mem2Reg,24540260,705447641,2826,1667,697,591
2102,redist2017-525.x264+common_mc.c,8613791,2729,239,0,4,3,43,0,51,188,5818,4104138,3033282,238677,194317,495633,0,0,535,535,535,42,0,766171,2170,1180,710,1030,1593269,234827,454705,281,0,0,0,0,0,274,0,1,0,226,0,0,0,0,0,222,0,1,0,85,0,0,0,0,0,85,0,1,0,73,0,0,0,0,0,40,0,1,0,3102421,226,0,336134,0,2244391,3538,3538,3538,3538,2841,2729,2729,2925,2925,2925,2925,2925,2913,2913,2913,2913,71700675,2943702,324606,6369719,1288203,3222529,1893946,17987922,4440004,2247231,4066169,7002281,1442522,3319078,7813931,4224127,6883033,0,85,226,277,0,85,226,277,0,85,226,277,0,85,226,277,0,85,226,277,Mem2Reg,3054062,87197499,274,222,85,40
2103,ghostscript-10.04.0+devices_vector_gdevtxtw.c,63384451,12065,1398,45,81,60,36,0,223,1175,174499,25347565,16861260,2112603,1539131,3653895,0,0,2522,95013,6943,346,331,4605343,144158,3010,610,7220,10695687,6443250,7650885,884,1774,0,0,0,0,744,0,10,0,1758,2581,0,0,0,0,1586,0,10,0,276,516,0,0,0,0,217,0,10,0,317,698,0,0,0,0,317,0,10,0,17266065,1758,27,18891678,34700,28820971,17009,17009,17009,17009,12129,12065,12065,12766,12766,12725,12725,12725,12724,12700,12700,12700,482444195,24138190,3030372,43187723,8492724,30780576,19055903,122074380,22346502,28828381,21195576,43422529,5872377,28256778,29392014,22293463,40018452,45,275,1731,2476,45,276,1759,799,45,276,1731,2476,45,276,1758,799,45,276,1758,2476,Mem2Reg,29550163,585847098,2518,4167,733,1015
2104,redist2017-526.blender+blender_source_blender_nodes_shader_nodes_node_shader_rgb.c,185477,135,38,0,4,7,2,0,14,24,237,176647,104298,8220,20000,28929,0,0,9,18,9,0,0,10790,980,690,620,720,8480,4060,2710,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,1,0,30799,0,0,0,0,8140,139,139,139,139,135,135,135,153,153,153,153,153,153,153,153,153,880929,95719,2640,35519,8560,41029,51950,305426,56619,9250,52169,31890,5050,61119,37799,48690,115668,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,0,0,0,2,Mem2Reg,29050,1182074,2,0,0,7
2105,redist2017-507.cactuBSSN+MoL_RK2.c,2018655,894,150,12,37,11,2,0,63,87,1594,897549,649892,39709,60789,104159,0,0,76,0,1468,89,87,45230,4450,1150,590,1640,112608,88009,36750,50,552,0,46,276,0,46,46,34,15,59,164,0,31,96,0,14,31,19,1,27,12,0,15,0,0,0,15,1,1,37,444,0,0,222,0,37,0,19,0,855049,58,0,86498,0,558473,1325,1325,1325,1325,913,894,894,963,963,963,963,963,963,963,963,963,14771765,714312,62989,1165246,161638,485124,443344,3950661,730741,562853,649182,1850417,328235,902169,1725339,632772,2192933,12,27,58,887,12,27,121,50,12,27,58,887,12,27,59,50,12,27,58,887,Mem2Reg,290427,18983353,920,305,27,703
2106,ghostscript-10.04.0+lcms2mt_src_cmscnvrt.c,11501616,5078,534,35,6,57,24,0,123,411,28027,6837785,5456482,266426,325816,626682,1,1,468,16109,1675,227,156,703352,29649,1680,910,2410,876559,781180,586853,483,781,0,0,0,0,339,0,11,0,163,271,0,0,0,0,83,1,10,1,53,76,0,0,0,0,30,1,6,1,185,553,0,0,0,0,174,0,11,0,2796386,163,9,293243,3620,2362041,5679,5679,5679,5679,5099,5078,5078,5479,5479,5470,5470,5470,5464,5462,5462,5462,81718961,4306306,246907,7466177,1401872,5510411,3465127,21686840,4279757,2364641,3955720,7311739,1253054,4559173,6905663,4565223,10061714,35,53,154,1080,35,53,163,361,35,53,154,1080,35,53,163,361,35,53,163,1080,Mem2Reg,2982593,103282291,1120,354,106,727
2107,emacs-29.4+src_callint.c,14425288,3671,918,17,45,81,58,0,202,716,79046,8798059,5267733,761511,884318,1433502,10,10,536,8587,6208,401,159,1448912,276306,2900,30450,3570,2221952,1230535,1324543,411,626,0,361,1927,0,305,134,22,5,199,226,0,173,860,0,109,11,17,1,110,209,0,122,661,0,62,14,17,1,387,420,0,341,1552,0,203,1,17,1,5940645,198,26,554842,33490,3799633,4225,4225,4225,4225,3687,3671,3671,4345,4345,4275,4275,4275,4182,4181,4162,4162,142176689,4506044,206907,12047768,2271632,7448397,6187582,36941144,7591054,3807582,7392167,17690547,2961383,5987675,12128767,7435906,15652943,8,101,173,3096,17,110,199,343,12,105,173,3201,17,110,199,343,16,109,199,3201,Mem2Reg,6539168,172254920,3219,1368,1054,2516
2108,redist2017-502.gcc+spec_qsort_spec_qsort.c,2543208,528,39,0,0,0,3,0,4,35,65,713941,508854,52259,49320,69330,0,0,134,0,134,13,0,47269,1240,730,750,940,129139,35299,32220,117,0,0,0,0,0,91,0,1,0,30,0,0,0,0,0,30,0,1,0,30,0,0,0,0,0,30,0,1,0,22,0,0,0,0,0,22,0,1,0,329636,30,0,93929,0,238697,692,692,692,692,551,528,528,578,578,578,578,578,578,578,578,578,7903040,655142,56059,1005798,135019,476644,448045,1849166,495984,241367,437454,696491,84999,294367,404685,454574,833170,0,30,30,91,0,30,30,91,0,30,30,91,0,30,30,91,0,30,30,91,Mem2Reg,247587,11279418,91,30,30,22
2109,redist2017-526.blender+blender_source_blender_nodes_shader_nodes_node_shader_bsdf_anisotropic.c,447104,673,62,0,6,10,3,0,20,42,479,564183,458065,14589,30310,40459,0,0,17,51,17,0,0,26990,1210,710,560,770,16510,6429,4920,5,0,0,0,0,0,5,0,1,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,1,0,10,0,0,0,0,0,10,0,1,0,58010,1,0,3710,0,19040,675,675,675,675,673,673,673,699,699,699,699,699,699,699,699,699,2586137,198628,4070,80199,10500,145369,143179,884829,155699,20780,162698,75739,10040,268326,135788,147868,365346,0,2,1,5,0,2,1,5,0,2,1,5,0,2,1,5,0,2,1,5,Mem2Reg,58099,3398587,5,1,2,10
